,name,hd
0,027-LN1.JPG,13.0
1,110-RI.JPG,7.071067810058594
2,002-RI1.JPG,5.385164737701416
3,058-RN.JPG,175.7299041748047
4,059-LI1.JPG,7.6157732009887695
5,115-RI1.JPG,7.0
6,053-RN2.JPG,6.082762718200684
7,114-RN.JPG,10.440306663513184
8,012-RN2.JPG,1.0
9,067-RI.JPG,3.0
10,106-LI.JPG,1.0
11,065-LT3.JPG,6.324555397033691
12,124-LS.JPG,11.0
13,050-LS.JPG,1.4142135381698608
14,008-LT2.JPG,5.0
15,076-RN1.JPG,5.0
16,026-LS.JPG,6.0
17,057-LN.JPG,15.033296585083008
18,096-LN.JPG,1.0
19,045-LS.JPG,7.0
20,023-RS.JPG,82.0
21,061-RT2.JPG,19.0
22,044-LN.JPG,7.071067810058594
23,084-RI.JPG,0.0
24,088-LT.JPG,1.0
25,041-RS.JPG,2.2360680103302
26,120-RT1.JPG,0.0
27,126-LI.JPG,3.1622776985168457
28,017-RS.JPG,9.219544410705566
29,133-RS1.JPG,6.324555397033691
30,043-RT.JPG,4.123105525970459
31,073-RS.JPG,30.5941162109375
32,112-RI9.JPG,36.22154235839844
33,105-LS.JPG,7.0
34,082-LT.JPG,3.1622776985168457
35,096-RI.JPG,167.863037109375
36,104-RI1.JPG,60.01666259765625
37,003-LI1.JPG,64.53681182861328
38,086-RT2.JPG,3.1622776985168457
39,083-LT.JPG,2.0
40,130-LS.JPG,9.219544410705566
41,120-RI2.JPG,1.4142135381698608
42,091-RI.JPG,2.2360680103302
43,028-RN2.JPG,123.9758071899414
44,048-RI.JPG,181.0
45,125-RN.JPG,7.0
46,058-LN.JPG,7.6157732009887695
47,120-RN2.JPG,7.6157732009887695
48,125-RN2.JPG,85.0
49,097-LI.JPG,216.0
50,117-LN.JPG,23.0
51,086-RI3.JPG,2.0
52,052-RI.JPG,8.9442720413208
53,071-LN.JPG,15.033296585083008
54,072-RT.JPG,3.605551242828369
55,116-LT.JPG,37.0
56,017-RI.JPG,1.0
57,125-LS.JPG,2.2360680103302
58,012-RS.JPG,31.0
59,089-RI.JPG,9.899495124816895
60,049-RT.JPG,5.099019527435303
61,005-RT.JPG,4.0
62,003-LT.JPG,18.027755737304688
63,072-LI.JPG,7.0
64,017-RT.JPG,24.0
65,109-RI.JPG,16.155494689941406
66,050-LI3.JPG,None
67,033-RI2.JPG,7.280109882354736
68,086-RI1.JPG,9.219544410705566
69,018-LT.JPG,14.21267032623291
70,020-LT.JPG,7.071067810058594
71,058-LS.JPG,1.4142135381698608
72,064-RS.JPG,None
73,057-RI2.JPG,135.1924591064453
74,022-RS.JPG,1.0
75,056-RT1.JPG,16.031219482421875
76,081-RS5.JPG,6.082762718200684
77,026-RI.JPG,1.0
78,089-LS.JPG,26.019224166870117
79,071-RI.JPG,8.0
80,027-RT2.JPG,36.013885498046875
81,037-LT.JPG,9.848857879638672
82,109-LS.JPG,10.29563045501709
83,083-RT.JPG,3.1622776985168457
84,056-LT1.JPG,8.062257766723633
85,014-RI2.JPG,6.082762718200684
86,124-RN.JPG,21.931713104248047
87,024-LT.JPG,6.324555397033691
88,007-LN.JPG,6.0
89,076-LS2.JPG,8.602325439453125
90,076-LI2.JPG,1.0
91,102-RT.JPG,7.0
92,089-RS.JPG,9.05538558959961
