,name,mean_iou,mean_acc,dice,hd
0,038-LI.JPG,0.9808113572365507,0.9654908533767135,0.9856918454170227,None
1,032-RS.JPG,0.9663311641365917,0.9433521158016446,0.9741052985191345,None
2,115-LN1.JPG,0.8841330166270784,0.8145030063495862,0.9201899766921997,None
3,131-LT.JPG,0.9653570347528293,0.9323769218909361,0.9754774570465088,None
4,027-RI3.JPG,0.9751898128773839,0.9324195356435387,0.9447184801101685,None
5,084-RS.JPG,0.9799893448574354,0.9621554563510595,0.9864899516105652,None
6,124-RN2.JPG,0.9769935433297714,0.9436605799457267,0.9807725548744202,None
7,105-LS.JPG,0.9882567144446218,0.9765283284062536,0.989199697971344,None
8,098-LT2.JPG,0.9646352195530801,0.9391327235087598,0.9650187492370605,None
9,116-RT2.JPG,0.9709135600163867,0.9536007094921244,0.9818995594978333,None
10,099-RS.JPG,0.8966526867838323,0.7891011187218512,0.869046688079834,None
11,101-RI3.JPG,0.9792051802184405,0.964710665401816,0.9820025563240051,None
12,098-RN1.JPG,0.992317058904493,0.9863420797739162,0.9894295930862427,None
13,106-RI.JPG,0.9849670127908592,0.971139959702261,0.9774895906448364,None
14,120-RN3.JPG,0.9467601603556204,0.9039079949608388,0.9510381817817688,None
15,133-LT.JPG,0.9835572107453054,0.9566671545931468,0.9618141651153564,None
16,035-LI2.JPG,0.9876752054132432,0.9661016013523294,0.9928574562072754,None
17,015-RI3.JPG,0.9903396228951042,0.9808767953751568,0.9894463419914246,None
18,005-RT.JPG,0.9723036358295707,0.9490317592016082,0.9717997312545776,None
19,032-RN1.JPG,0.9875160168031326,0.9790155885474912,0.9883885383605957,None
20,072-LS.JPG,0.9853968221689628,0.9724952342913706,0.9883480668067932,None
21,045-RT.JPG,0.99020187814152,0.9807289067431809,0.9910310506820679,None
22,067-LI.JPG,0.984141054876355,0.9667260750344373,0.9912695288658142,None
23,095-LN.JPG,0.9613528775458346,0.9274760651844306,0.9592060446739197,None
24,061-RT1.JPG,0.9596179664383099,0.9050217756153482,0.9649829268455505,None
25,032-RI1.JPG,0.9774484189215098,0.963856970919544,0.9881991744041443,None
26,070-RS.JPG,0.9751378385300817,0.9616887509363923,0.9800605177879333,None
27,056-LS1.JPG,0.979915226289344,0.9644593211077749,0.968193769454956,None
28,066-RI.JPG,0.9815245511881656,0.9694114869737873,0.9891852736473083,None
29,109-LI.JPG,0.9669057116229693,0.9368427758221265,0.9654866456985474,None
30,037-LI.JPG,0.978229093582424,0.9619694151397478,0.9882179498672485,None
31,077-LT.JPG,0.918801526025282,0.8424275929032791,0.915337860584259,None
32,109-RT.JPG,0.9869975420324612,0.9743843494268003,0.9870218634605408,None
33,080-RI1.JPG,0.9788248826424516,0.9550221511200425,0.988196849822998,None
34,079-RI2.JPG,0.9915951529704023,0.9829562812577339,0.9896973967552185,None
35,005-RS.JPG,0.982849483238322,0.9625841975258858,0.9874081611633301,None
36,065-LI2.JPG,0.7502532811939898,0.5973942104993186,0.8149538636207581,None
37,016-RN.JPG,0.97922825338814,0.9632134896393181,0.9829932451248169,None
38,129-RS.JPG,0.9584137191854234,0.9128345822130683,0.9731616377830505,None
39,044-LT.JPG,0.9870084156826409,0.9744619966946119,0.9840803742408752,None
40,080-LN2.JPG,0.956863031118592,0.9012714656514541,0.9640753269195557,None
41,076-RT.JPG,0.9778689418269868,0.9582929047143475,0.9874308705329895,None
42,076-LN.JPG,0.9830223659424624,0.966205824415072,0.9877774715423584,None
43,070-LN.JPG,0.9759915311155158,0.9525628638356722,0.9730557203292847,None
44,037-RI.JPG,0.9780495851928086,0.9569607261548223,0.9818096160888672,None
45,038-LT.JPG,0.9867504436465684,0.9671315143835432,0.9920366406440735,None
46,053-RT4.JPG,0.9851849749224404,0.9716719457537066,0.9904364943504333,None
47,113-RI.JPG,0.9779872372811896,0.9374306630173561,0.9844488501548767,None
48,082-LN.JPG,0.9839505797621481,0.9681491658288726,0.9848922491073608,None
49,043-RS.JPG,0.9554819258334054,0.911726018256142,0.9655143022537231,None
50,031-RT.JPG,0.9558102812131984,0.9202147099867453,0.9645667672157288,None
51,003-LI2.JPG,0.9755884244412889,0.9509219569512126,0.9825989603996277,None
52,081-RS8.JPG,0.8263909572738798,0.7028954532203953,0.8362428545951843,None
53,086-RI1.JPG,0.9853863557737389,0.9663227690434089,0.9900162816047668,None
54,090-RI.JPG,0.9748597009810221,0.950808989927536,0.9817477464675903,None
55,049-RS.JPG,0.9765069329693226,0.9499970018789293,0.9895749092102051,None
56,070-RI.JPG,0.9853554079496111,0.9721641720116874,0.987734854221344,None
57,133-RS2.JPG,0.9882829333319475,0.9794590909849292,0.9905266165733337,None
58,050-LN.JPG,0.989957499566448,0.9788389907006757,0.982228696346283,None
59,084-LI.JPG,0.9756075876640989,0.9532867014764859,0.9788858890533447,None
60,025-LN.JPG,0.9815486861674809,0.9678210173299973,0.9803447127342224,None
61,078-RN.JPG,0.9846644869998443,0.9696812195827467,0.9918940663337708,None
62,011-LN.JPG,0.9416239831723681,0.8962197734897411,0.9432560205459595,None
63,044-LN.JPG,0.9849512017789789,0.9687780298929081,0.9901977777481079,None
64,128-LN.JPG,0.976657787747091,0.9489077877470911,0.9856536984443665,None
65,025-LT.JPG,0.984007166990065,0.9724768656612255,0.9884915947914124,None
66,112-RT.JPG,0.9751467914541925,0.9580882050983316,0.9712130427360535,None
67,089-RT.JPG,0.933396840284902,0.8768454329686965,0.9407733082771301,None
68,089-RS.JPG,0.965096396726666,0.9402532500438375,0.9676962494850159,None
69,120-RI2.JPG,0.9820368194715624,0.9639405891215427,0.9797030687332153,None
70,133-LS3.JPG,0.9772990827999333,0.9642668074638373,0.9839106798171997,None
71,105-RN.JPG,0.9902771265309982,0.9799390640640311,0.9937007427215576,None
72,111-LN.JPG,0.9562876830318691,0.9325782693434785,0.9691222310066223,None
73,115-LS1.JPG,0.9754066985645933,0.9393651877194176,0.9841300249099731,None
74,118-LS.JPG,0.9821800037153902,0.965554395316096,0.9772115349769592,None
75,105-RT.JPG,0.9916173539762664,0.9829638675896523,0.9882623553276062,None
76,070-LS.JPG,0.9773839302200861,0.9580819156605659,0.976661205291748,None
77,071-RI.JPG,0.9757730682694176,0.9504363751464534,0.9828487038612366,None
78,116-RS.JPG,0.9791744945346132,0.9614443934372308,0.9840271472930908,None
79,101-RT.JPG,0.9863382876418914,0.9691572471731782,0.9751321077346802,None
80,062-LT.JPG,0.9867904570974924,0.9713235489391208,0.9910913109779358,None
81,007-LI.JPG,0.9688431551011109,0.9298055735589446,0.9677792191505432,None
82,098-RN3.JPG,0.9781809848406967,0.9556033770800201,0.9845264554023743,None
83,031-LN.JPG,0.9169248579037322,0.8411159794836687,0.9213142395019531,None
84,013-RT2.JPG,0.981521220599838,0.9631137547948603,0.9826642274856567,None
85,125-RI3.JPG,0.9875446505206721,0.979228522572019,0.9924927949905396,None
86,111-LI1.JPG,0.9835043409629045,0.967846564516995,0.9911863803863525,None
87,123-RI.JPG,0.9747298472850351,0.9520303945721569,0.9839127659797668,None
88,112-RS4.JPG,0.9798810505925846,0.9587387676881713,0.9871858358383179,None
89,120-LT2.JPG,0.9635644628733779,0.928483877334416,0.9703627824783325,None
90,112-RN2.JPG,0.9842695751659,0.9638389180520869,0.9936181306838989,None
91,070-LI1.JPG,0.9733357957365856,0.9471805058239271,0.9709476828575134,None
92,083-RN.JPG,0.981731645044329,0.9643726278913551,0.9856647849082947,None
